libcell_name,func_id,libcell_area,worst_input_cap,libcell_leakage,fo4_delay,fix_load_delay
DFFASRHQNx1_ASAP7_75t_R,42,379080,1.0794500000140526e-15,2.8616500835632053e-10,5.895760268881389e-11,6.295603621753187e-11
A2O1A1Ixp33_ASAP7_75t_SL,1,87480,6.150070119579428e-16,0.0,1.9626069866496287e-11,2.0413136458952152e-11
A2O1A1O1Ixp25_ASAP7_75t_SL,2,131220,6.583320060561714e-16,0.0,2.6141793590950257e-11,2.8313268396473745e-11
AND2x2_ASAP7_75t_SL,3,87480,5.657799981623646e-16,1.1970799462801551e-8,1.3990761674187446e-11,1.4665098996280435e-11
AND2x4_ASAP7_75t_SL,3,145800,1.1053300329262237e-15,2.3941598925603103e-8,1.3866079291713351e-11,1.2153285322558105e-11
AND2x6_ASAP7_75t_SL,3,174960,1.103790021148997e-15,3.407139814726179e-8,1.5466902064664723e-11,1.4337016816801107e-11
AND3x1_ASAP7_75t_SL,4,87480,6.376119919795551e-16,6.190419732376995e-9,2.1337639988239232e-11,2.110615675288141e-11
AND3x2_ASAP7_75t_SL,4,102060,6.376100332158646e-16,1.1254700282847807e-8,2.1017975554427082e-11,2.0884871956838857e-11
AND3x4_ASAP7_75t_SL,4,204120,1.066939958657817e-15,2.2508100272489173e-8,2.0134071493371763e-11,1.841146332615118e-11
AND4x1_ASAP7_75t_SL,5,102060,6.412960559045193e-16,5.877769826412305e-9,2.6020411519889208e-11,2.573674606765053e-11
AND4x2_ASAP7_75t_SL,5,116640,6.404939686430286e-16,1.0942000194802404e-8,2.6370478717341328e-11,2.6200552144528544e-11
AND5x1_ASAP7_75t_SL,6,116640,5.543670232915009e-16,5.701600080953995e-9,3.0444913950988806e-11,3.1227128521882364e-11
AND5x2_ASAP7_75t_SL,6,291600,1.0676100675982136e-15,1.1402200073007407e-8,3.048157906637705e-11,2.7564369189936322e-11
AO211x2_ASAP7_75t_SL,7,233280,9.74892041246745e-16,1.8843399729462362e-8,2.2641596930661478e-11,2.019560213506466e-11
AO21x1_ASAP7_75t_SL,8,87480,6.1835903896758325e-16,1.2054900189184536e-8,1.781535509393084e-11,1.8013460514887392e-11
AO21x2_ASAP7_75t_SL,8,102060,6.202159998857607e-16,1.7125199036627237e-8,1.746545269520894e-11,1.758745059310396e-11
AO221x1_ASAP7_75t_SL,9,145800,5.573299974805557e-16,1.0956299867359576e-8,2.2842229843722528e-11,2.4183504157559987e-11
AO221x2_ASAP7_75t_SL,9,160380,5.570480413882384e-16,1.6027399851736845e-8,2.3752493027995314e-11,2.461897352645792e-11
AO222x2_ASAP7_75t_SL,10,174960,6.364610330229141e-16,1.5662500629787246e-8,2.937928025859016e-11,2.9581715549342746e-11
AO22x1_ASAP7_75t_SL,11,131220,4.549269964101814e-16,7.52153983540893e-9,1.878659380838421e-11,2.125951498177514e-11
AO22x2_ASAP7_75t_SL,11,145800,6.330920124147693e-16,1.3815499855240887e-8,1.814334966987463e-11,1.854797912481665e-11
AO31x2_ASAP7_75t_SL,12,233280,1.2045299789065558e-15,1.5814800136126905e-8,2.181139643897545e-11,1.7856535694527054e-11
AO322x2_ASAP7_75t_SL,13,218700,6.093119859370785e-16,1.3715999891417141e-8,3.019308414398125e-11,3.0279043161662855e-11
AO32x1_ASAP7_75t_SL,14,116640,5.422139533829739e-16,7.418909930834161e-9,2.3732130843834298e-11,2.4686213143110258e-11
AO32x2_ASAP7_75t_SL,14,131220,5.48206976182594e-16,1.248479986060147e-8,2.500134994865011e-11,2.5574993511856547e-11
AO331x1_ASAP7_75t_SL,15,145800,6.514570102002226e-16,1.2466800036747827e-8,2.96054257498124e-11,2.9916864124901466e-11
AO331x2_ASAP7_75t_SL,15,160380,6.507469848321867e-16,1.7538198449074116e-8,2.9774238630153604e-11,2.998212095262076e-11
AO332x1_ASAP7_75t_SL,16,160380,6.384670188002491e-16,9.160629588222946e-9,3.1969232816564386e-11,3.2345105760445136e-11
AO332x2_ASAP7_75t_SL,16,174960,6.376980187632606e-16,1.422759954294861e-8,3.195175027337349e-11,3.2196013216578834e-11
AO333x1_ASAP7_75t_SL,17,174960,6.350080009414586e-16,8.444460242174046e-9,3.512661342353063e-11,3.545018792405763e-11
AO333x2_ASAP7_75t_SL,17,189540,6.345300096614111e-16,1.351059975007729e-8,3.505518444968381e-11,3.527167100059181e-11
AO33x2_ASAP7_75t_SL,18,145800,5.65561993057565e-16,1.238170010964268e-8,2.816965757879153e-11,2.889687794604967e-11
AOI211x1_ASAP7_75t_SL,19,174960,1.0336899979507047e-15,0.0,2.1354048737598497e-11,1.6860983095834392e-11
AOI211xp5_ASAP7_75t_SL,19,87480,5.56265012368061e-16,0.0,2.3797437978534397e-11,2.6764038901783138e-11
AOI21x1_ASAP7_75t_SL,20,116640,1.2117799456603422e-15,0.0,1.6927563517565858e-11,1.0813653791852396e-11
AOI21xp33_ASAP7_75t_SL,20,72900,4.735409689425683e-16,0.0,1.8315493219289714e-11,2.4268620099632265e-11
AOI21xp5_ASAP7_75t_SL,20,72900,5.863069946061253e-16,0.0,1.6314154888119603e-11,1.7207723093659588e-11
AOI221x1_ASAP7_75t_SL,21,204120,9.53693982950522e-16,0.0,2.3446362906742735e-11,1.8024597439603163e-11
AOI221xp5_ASAP7_75t_SL,22,102060,5.547850340509709e-16,0.0,2.3563812359683745e-11,2.699400772354643e-11
AOI222xp33_ASAP7_75t_SL,23,145800,5.561349928106575e-16,0.0,2.701560676554582e-11,2.8950980501818435e-11
AOI22x1_ASAP7_75t_SL,24,145800,1.3004399430406339e-15,0.0,1.8181125008287502e-11,1.2466448012782294e-11
AOI22xp33_ASAP7_75t_SL,24,87480,4.549650070136894e-16,0.0,1.8490663861170376e-11,2.5318571891808084e-11
AOI22xp5_ASAP7_75t_SL,24,87480,6.308580159559453e-16,0.0,1.7431814672286272e-11,1.86485427794425e-11
AOI311xp33_ASAP7_75t_SL,25,102060,6.006840024572278e-16,0.0,2.724178174706715e-11,2.78577976658978e-11
AOI31xp33_ASAP7_75t_SL,26,87480,5.334570091369037e-16,0.0,2.362734834171487e-11,2.6388420962253356e-11
AOI31xp67_ASAP7_75t_SL,26,189540,1.2154500335416767e-15,0.0,2.3579692018382836e-11,1.460480868187286e-11
AOI321xp33_ASAP7_75t_SL,27,116640,5.88886051111837e-16,0.0,2.841890611726683e-11,2.941775295584037e-11
AOI322xp5_ASAP7_75t_SL,28,131220,5.935699844914757e-16,0.0,3.026388861737672e-11,3.1112123294319005e-11
AOI32xp33_ASAP7_75t_SL,29,102060,5.315380030553399e-16,0.0,2.5743820269985562e-11,2.853494003585144e-11
AOI331xp33_ASAP7_75t_SL,30,131220,6.51718955139161e-16,0.0,3.095123463081606e-11,3.182809224511196e-11
AOI332xp33_ASAP7_75t_SL,31,145800,6.369400301545864e-16,0.0,3.283719823832243e-11,3.384796262717593e-11
AOI333xp33_ASAP7_75t_SL,32,160380,6.364189990129066e-16,0.0,3.693220382294804e-11,3.644072543718124e-11
AOI33xp33_ASAP7_75t_SL,33,116640,5.415750258429481e-16,0.0,2.6094524110953365e-11,3.0698513175941855e-11
BUFx10_ASAP7_75t_SL,34,204120,1.3022500524489163e-15,6.095810078932118e-8,1.3532243034464209e-11,1.2524364358112994e-11
BUFx12_ASAP7_75t_SL,34,233280,1.3010200547303847e-15,7.109220234724489e-8,1.4991641608674833e-11,1.4058996154753256e-11
BUFx12f_ASAP7_75t_SL,34,262440,2.5317499273658185e-15,8.138020035630689e-8,1.1422461067278622e-11,9.158476928228243e-12
BUFx16f_ASAP7_75t_SL,34,320760,2.5331299557951326e-15,1.0164799846279493e-7,1.298329759674699e-11,1.1252788631455068e-11
BUFx24_ASAP7_75t_SL,34,437400,2.5432200240210626e-15,1.4218200306004292e-7,1.6048603418417073e-11,1.4706376741391303e-11
BUFx2_ASAP7_75t_SL,34,72900,5.66126011121318e-16,1.3563099976465764e-8,1.272377862793217e-11,1.3066255542815153e-11
BUFx3_ASAP7_75t_SL,34,87480,6.771590073747927e-16,2.034469837042252e-8,1.1638780217371192e-11,1.1377244632515549e-11
BUFx4_ASAP7_75t_SL,34,102060,5.707459935134389e-16,2.369739959817707e-8,1.6518758583217164e-11,1.669169837070772e-11
BUFx4f_ASAP7_75t_SL,34,116640,1.068319987087131e-15,2.7126301205271375e-8,1.1954770506861223e-11,1.0528488671168734e-11
BUFx5_ASAP7_75t_SL,34,116640,6.774179876984157e-16,3.0479000656669086e-8,1.4087274749496892e-11,1.3924139619092557e-11
BUFx6f_ASAP7_75t_SL,34,145800,1.297109938887622e-15,4.068960279823841e-8,1.1006840404392815e-11,9.455263828839211e-12
BUFx8_ASAP7_75t_SL,34,174960,9.153760123617504e-16,4.739479919635414e-8,1.5198207276023723e-11,1.4674480380838517e-11
CKINVDCx10_ASAP7_75t_SL,35,349920,6.519259805793818e-15,0.0,1.0289230405191585e-11,2.889903377364944e-12
CKINVDCx11_ASAP7_75t_SL,35,379080,7.354720165406257e-15,0.0,1.0737166364349626e-11,3.023755724973487e-12
CKINVDCx12_ASAP7_75t_SL,35,379080,7.78319940507137e-15,0.0,1.0521317324319046e-11,3.1209047932773126e-12
CKINVDCx14_ASAP7_75t_SL,35,408240,9.058739544078043e-15,0.0,1.1214830279715482e-11,3.211717350404264e-12
CKINVDCx16_ASAP7_75t_SL,35,437400,1.0293700028647657e-14,0.0,1.0878658217305937e-11,3.0828241435326698e-12
CKINVDCx20_ASAP7_75t_SL,35,554040,1.287630009669423e-14,0.0,1.2470182005064334e-11,3.3745953080532853e-12
CKINVDCx5p33_ASAP7_75t_SL,35,320760,3.955069998855818e-15,0.0,1.0707186873237795e-11,3.5220671865121567e-12
CKINVDCx6p67_ASAP7_75t_SL,35,349920,4.8303599652305216e-15,0.0,1.0862567789704514e-11,3.333751460651846e-12
CKINVDCx8_ASAP7_75t_SL,35,320760,5.2656900073730275e-15,0.0,9.816859131150935e-12,3.1164925241161656e-12
CKINVDCx9p33_ASAP7_75t_SL,35,408240,6.6178400412941155e-15,0.0,1.1340758193645328e-11,3.3970398109067768e-12
DECAPx10_ASAP7_75t_SL,114,320760,NaN,NaN,NaN,NaN
DECAPx1_ASAP7_75t_SL,115,58320,NaN,NaN,NaN,NaN
DECAPx2_ASAP7_75t_SL,116,87480,NaN,NaN,NaN,NaN
DECAPx2b_ASAP7_75t_SL,117,87480,NaN,NaN,NaN,NaN
DECAPx4_ASAP7_75t_SL,118,145800,NaN,NaN,NaN,NaN
DECAPx6_ASAP7_75t_SL,119,204120,NaN,NaN,NaN,NaN
DFFASRHQNx1_ASAP7_75t_SL,42,379080,1.154450108812211e-15,2.754689987227721e-8,3.835124925966049e-11,4.0347451074618235e-11
DFFHQNx1_ASAP7_75t_SL,43,291600,6.194319650139584e-16,2.5987500151813947e-8,3.552133240325439e-11,3.721984526139366e-11
DFFHQNx2_ASAP7_75t_SL,43,306180,6.196590227833818e-16,3.1069500749936196e-8,3.723499286678589e-11,3.827715922000152e-11
DFFHQNx3_ASAP7_75t_SL,43,320760,6.19765007780907e-16,3.6151501348058446e-8,4.2039913217273295e-11,4.283021853845881e-11
DFFHQx4_ASAP7_75t_SL,44,364500,6.193060218026136e-16,4.803719733104117e-8,4.2074010941917095e-11,4.2487582896377774e-11
DFFLQNx1_ASAP7_75t_SL,45,291600,6.193619789166915e-16,2.2579801139954725e-8,3.607978846242865e-11,3.773690734898416e-11
DFFLQNx2_ASAP7_75t_SL,45,306180,6.191649908168957e-16,2.7649099010318423e-8,3.7673357489165227e-11,3.8675999902704206e-11
DFFLQNx3_ASAP7_75t_SL,45,320760,6.190729818630002e-16,3.2718499909378806e-8,4.296016667404423e-11,4.371739775743677e-11
DFFLQx4_ASAP7_75t_SL,46,364500,6.191790198000846e-16,4.4792500375478994e-8,4.379832954648499e-11,4.416321822131586e-11
DHLx1_ASAP7_75t_SL,47,218700,6.139220156920692e-16,1.7093599424811146e-8,2.6942009387354027e-11,2.8411042615750226e-11
DHLx2_ASAP7_75t_SL,47,233280,6.132299897741624e-16,2.2170199898141618e-8,2.6223086202481483e-11,2.7066423755051083e-11
DHLx3_ASAP7_75t_SL,47,247860,6.127689920926193e-16,2.724680037147209e-8,2.79603146191576e-11,2.857091473129625e-11
DLLx1_ASAP7_75t_SL,48,218700,6.1948103998534e-16,1.9210599333518985e-8,3.0229724973240835e-11,3.151048172389537e-11
DLLx2_ASAP7_75t_SL,48,233280,6.201800009855024e-16,2.4281499477751822e-8,3.036422155378027e-11,3.1152202345507973e-11
DLLx3_ASAP7_75t_SL,48,247860,6.17200986110009e-16,2.9352300146001653e-8,3.1845345804804026e-11,3.246019425473534e-11
FAx1_ASAP7_75t_SL,49,204120,2.1903399572060535e-15,0.0,6.293331133999658e-11,2.9866074890971817e-11
FILLER_ASAP7_75t_SL,120,29160,NaN,NaN,NaN,NaN
FILLERxp5_ASAP7_75t_SL,121,14580,NaN,NaN,NaN,NaN
HAxp5_ASAP7_75t_SL,52,131220,1.0714099632787148e-15,0.0,3.1949005940834496e-11,2.266188278698955e-11
HB1xp67_ASAP7_75t_SL,34,58320,3.329239970474774e-16,5.092500199310734e-9,1.4583429949754922e-11,1.97052547890042e-11
HB2xp67_ASAP7_75t_SL,34,72900,5.146690242734152e-16,3.991329933228371e-9,2.571431609310615e-11,2.748560233578612e-11
HB3xp67_ASAP7_75t_SL,34,87480,6.594030262784152e-16,3.7527598806263995e-9,3.835799039508814e-11,3.766934680848877e-11
HB4xp67_ASAP7_75t_SL,34,102060,8.011120089309741e-16,3.6485299226285406e-9,5.2325355853755084e-11,4.9011857072844833e-11
ICGx1_ASAP7_75t_SL,53,262440,2.3590299567835364e-15,2.7823100268165035e-8,1.1762349774735448e-11,1.3689819243489776e-11
ICGx2_ASAP7_75t_SL,53,277020,2.352950166046382e-15,3.288799987899438e-8,9.867225959914183e-12,1.0949362944101537e-11
ICGx2p67DC_ASAP7_75t_SL,53,699840,6.391869862175034e-15,5.247319734280609e-8,3.4532637166462266e-11,9.566139547168007e-12
ICGx3_ASAP7_75t_SL,53,291600,2.3520999567255754e-15,3.795300074216357e-8,1.0159249309860119e-11,1.0957507470821248e-11
ICGx4DC_ASAP7_75t_SL,53,699840,6.384910215963919e-15,5.922650103684646e-8,2.562425098495691e-11,8.671251217062803e-12
ICGx4_ASAP7_75t_SL,53,306180,2.3502199670991444e-15,4.301789857663607e-8,1.0793021858190865e-11,1.143603527847814e-11
ICGx5_ASAP7_75t_SL,53,320760,2.3504901706093186e-15,4.8082799963822254e-8,1.18772110202503e-11,1.2418682401871273e-11
ICGx5p33DC_ASAP7_75t_SL,53,699840,6.389369844431213e-15,6.597970525490382e-8,2.111893299128198e-11,8.169454696060896e-12
ICGx6p67DC_ASAP7_75t_SL,53,699840,6.388289877423464e-15,7.273300184351683e-8,1.8715551677872533e-11,8.063660850154974e-12
ICGx8DC_ASAP7_75t_SL,53,699840,6.387059985584051e-15,7.948629843212984e-8,1.718912512327364e-11,8.030010684167976e-12
INVx11_ASAP7_75t_SL,35,189540,6.835830323017114e-15,0.0,9.78504863941021e-12,3.096488560352939e-12
INVx13_ASAP7_75t_SL,35,218700,8.06487004728542e-15,0.0,1.0231003544358686e-11,3.1473612778498694e-12
INVx1_ASAP7_75t_SL,35,43740,6.674139991957504e-16,0.0,9.425260918960454e-12,8.867320940020296e-12
INVx2_ASAP7_75t_SL,35,58320,1.2861600263411105e-15,0.0,8.909128643153075e-12,5.00428865013447e-12
INVx3_ASAP7_75t_SL,35,72900,1.909670084419184e-15,0.0,8.867433697046234e-12,4.073306796026355e-12
INVx4_ASAP7_75t_SL,35,87480,2.524810186428964e-15,0.0,8.843071240549616e-12,3.5109174682107502e-12
INVx5_ASAP7_75t_SL,35,102060,3.1420100608082297e-15,0.0,8.987289211448424e-12,3.329261562615149e-12
INVx6_ASAP7_75t_SL,35,116640,3.763610059590245e-15,0.0,8.983465880907371e-12,2.921397282071303e-12
INVx8_ASAP7_75t_SL,35,145800,4.984270086911364e-15,0.0,9.156933024334624e-12,3.0015647085879227e-12
INVxp33_ASAP7_75t_SL,35,43740,2.9121000667536726e-16,0.0,1.2305557614555873e-11,2.3750917899079127e-11
INVxp67_ASAP7_75t_SL,35,43740,4.740920168143164e-16,0.0,1.0070237178860797e-11,1.2612718161553182e-11
MAJIxp5_ASAP7_75t_SL,54,102060,1.2136900049564006e-15,0.0,2.0519107246652624e-11,2.005119507930697e-11
MAJx2_ASAP7_75t_SL,55,131220,1.2241300036686651e-15,1.4685599403208016e-8,2.020837837346523e-11,2.001947739527221e-11
MAJx3_ASAP7_75t_SL,55,145800,1.2247699370603157e-15,1.975210039972808e-8,2.204397601957009e-11,2.1910057101948155e-11
NAND2x1_ASAP7_75t_SL,56,87480,1.0652799858394354e-15,0.0,1.6773599870179012e-11,1.1541033753670327e-11
NAND2x1p5_ASAP7_75t_SL,56,116640,1.6396600153943913e-15,0.0,1.5004126413531438e-11,7.985165480228762e-12
NAND2x2_ASAP7_75t_SL,56,145800,2.182130090364791e-15,0.0,1.6438376701510826e-11,7.822495255715989e-12
NAND2xp33_ASAP7_75t_SL,56,58320,3.7078200227611035e-16,0.0,1.65616201308616e-11,2.5524532140663858e-11
NAND2xp5_ASAP7_75t_SL,56,58320,5.633400138786802e-16,0.0,1.2295338358558894e-11,1.376883156101183e-11
NAND2xp67_ASAP7_75t_SL,56,87480,8.077660350668079e-16,0.0,1.888962077034595e-11,1.5608450296134002e-11
NAND3x1_ASAP7_75t_SL,57,160380,1.3887000349907031e-15,0.0,2.3895959863629024e-11,1.4820582261432236e-11
NAND3x2_ASAP7_75t_SL,57,291600,2.830709994340987e-15,0.0,2.4299489503887273e-11,1.1176322020634011e-11
NAND3xp33_ASAP7_75t_SL,57,72900,5.55618990927102e-16,0.0,1.7384560804800664e-11,1.881220700050701e-11
NAND4xp25_ASAP7_75t_SL,58,87480,5.548899602573121e-16,0.0,2.3642490742936673e-11,2.5492526492532086e-11
NAND4xp75_ASAP7_75t_SL,58,204120,1.6048599843938036e-15,0.0,2.383285409301994e-11,1.4029590857111973e-11
NAND5xp2_ASAP7_75t_SL,59,102060,5.501270410553419e-16,0.0,2.971316248601141e-11,3.2144391315380716e-11
NOR2x1_ASAP7_75t_SL,60,87480,1.0856800332202264e-15,0.0,1.4976212978079495e-11,1.0350119199198371e-11
NOR2x1p5_ASAP7_75t_SL,60,116640,1.6398700795653104e-15,0.0,1.5237332229300904e-11,8.112414386085565e-12
NOR2x2_ASAP7_75t_SL,60,145800,2.188829909219336e-15,0.0,1.462720049250077e-11,7.0221380793489274e-12
NOR2xp33_ASAP7_75t_SL,60,58320,3.720560192381196e-16,0.0,1.474974135884377e-11,2.2886952749656686e-11
NOR2xp67_ASAP7_75t_SL,60,87480,8.089889918239655e-16,0.0,1.6780635908597574e-11,1.395636470974404e-11
NOR3x1_ASAP7_75t_SL,61,160380,1.406419964247263e-15,0.0,2.0487816304592954e-11,1.2513729635843518e-11
NOR3x2_ASAP7_75t_SL,61,291600,2.8472500067020217e-15,0.0,2.0814164627958043e-11,9.431986441876816e-12
NOR3xp33_ASAP7_75t_SL,61,72900,5.563640093437714e-16,0.0,2.350526370764605e-11,2.5439162928964087e-11
NOR4xp25_ASAP7_75t_SL,62,87480,5.551850453603118e-16,0.0,3.2872014138485284e-11,3.546562002409992e-11
NOR4xp75_ASAP7_75t_SL,62,204120,1.6071900661525818e-15,0.0,3.275583970729912e-11,1.9079229515717167e-11
NOR5xp2_ASAP7_75t_SL,63,102060,5.524299648202488e-16,0.0,4.2230875046955774e-11,4.559072216969717e-11
O2A1O1Ixp33_ASAP7_75t_SL,64,87480,6.037510028801172e-16,0.0,2.529975187681721e-11,2.639598609133209e-11
O2A1O1Ixp5_ASAP7_75t_SL,65,116640,9.594830296285315e-16,0.0,2.581898930764659e-11,1.9385411678674025e-11
OA211x2_ASAP7_75t_SL,66,116640,5.561629978374761e-16,1.1400500099512101e-8,2.5966902239549228e-11,2.671591420311259e-11
OA21x2_ASAP7_75t_SL,67,102060,6.326169857500373e-16,1.2377300073751485e-8,1.6462440785569576e-11,1.6581416795169446e-11
OA221x2_ASAP7_75t_SL,68,233280,1.0009699622312183e-15,1.3815800059546746e-8,2.7545431213749083e-11,2.5241489454153054e-11
OA222x2_ASAP7_75t_SL,69,174960,6.369879933952247e-16,1.2382099789931544e-8,2.5944047257753233e-11,2.5813821566411654e-11
OA22x2_ASAP7_75t_SL,70,145800,6.33333999139888e-16,1.3815499855240887e-8,1.8023225273333665e-11,1.8201185350563698e-11
OA31x2_ASAP7_75t_SL,71,218700,1.1346400198791826e-15,1.2566300000571573e-8,2.3418210079451107e-11,2.109783528436715e-11
OA331x1_ASAP7_75t_SL,72,145800,6.527630291257704e-16,7.4103398972624746e-9,2.8968348553259915e-11,2.938789836481881e-11
OA331x2_ASAP7_75t_SL,72,160380,6.519929702975978e-16,1.2475200428241351e-8,2.91290394582866e-11,2.939269314050641e-11
OA332x1_ASAP7_75t_SL,73,160380,6.38548969237896e-16,8.106350257719441e-9,3.1055488042275314e-11,3.146245070029252e-11
OA332x2_ASAP7_75t_SL,73,174960,6.381679632303091e-16,1.3171900015152005e-8,3.0997118066755647e-11,3.1259703159314256e-11
OA333x1_ASAP7_75t_SL,74,174960,6.389120287349128e-16,8.444349219871583e-9,3.429581271752191e-11,3.40167061185781e-11
OA333x2_ASAP7_75t_SL,74,189540,6.379699692788884e-16,1.3510399909932858e-8,3.377272767002282e-11,3.360632605531322e-11
OA33x2_ASAP7_75t_SL,75,145800,6.328139738498331e-16,1.5662200425481387e-8,2.761078171653608e-11,2.8034406393540046e-11
OAI211xp5_ASAP7_75t_SL,76,87480,5.556279906521666e-16,0.0,2.27009088610286e-11,2.5846406612184403e-11
OAI21x1_ASAP7_75t_SL,77,116640,1.3449200783206806e-15,0.0,1.7090707321587573e-11,1.0892549882901559e-11
OAI21xp33_ASAP7_75t_SL,77,72900,4.549309668771216e-16,0.0,1.7957595480067035e-11,2.390243732108832e-11
OAI21xp5_ASAP7_75t_SL,77,72900,6.311820060582701e-16,0.0,1.670938040709835e-11,1.7137005356437918e-11
OAI221xp5_ASAP7_75t_SL,78,102060,5.536400043249607e-16,0.0,2.5212889068204625e-11,2.870033724566845e-11
OAI222xp33_ASAP7_75t_SL,79,145800,6.374279740717641e-16,0.0,2.400328720508771e-11,2.3604326826465183e-11
OAI22x1_ASAP7_75t_SL,80,145800,1.3022899688765557e-15,0.0,1.7996298895539553e-11,1.2269965425637519e-11
OAI22xp33_ASAP7_75t_SL,80,87480,4.7822199064645075e-16,0.0,2.0039754577982904e-11,2.52823716823114e-11
OAI22xp5_ASAP7_75t_SL,80,87480,6.316540151681275e-16,0.0,1.7934889684489974e-11,1.8471869867031643e-11
OAI311xp33_ASAP7_75t_SL,81,102060,6.020749893752969e-16,0.0,2.7504059793570512e-11,2.804805172840208e-11
OAI31xp33_ASAP7_75t_SL,82,87480,5.359600444355993e-16,0.0,2.2407764879717185e-11,2.4954559252332587e-11
OAI31xp67_ASAP7_75t_SL,82,189540,1.2079999552541015e-15,0.0,2.7625776666262425e-11,1.7013387226816334e-11
OAI321xp33_ASAP7_75t_SL,83,116640,5.89519049421232e-16,0.0,2.874153172405247e-11,2.966590514907885e-11
OAI322xp33_ASAP7_75t_SL,84,131220,5.95088026351633e-16,0.0,3.1331680305779486e-11,3.211712146233836e-11
OAI32xp33_ASAP7_75t_SL,85,102060,5.193509988893634e-16,0.0,2.3817765468225893e-11,2.688117263505152e-11
OAI331xp33_ASAP7_75t_SL,86,131220,6.521270132615008e-16,0.0,3.04470372525234e-11,3.136649967538929e-11
OAI332xp33_ASAP7_75t_SL,87,145800,6.367380127966663e-16,0.0,3.2221426915501894e-11,3.3135990479271626e-11
OAI333xp33_ASAP7_75t_SL,88,160380,6.360150172366255e-16,0.0,3.58644537679087e-11,3.537497378358623e-11
OAI33xp33_ASAP7_75t_SL,89,116640,5.424950095027847e-16,0.0,2.3516485633812145e-11,2.800276850678518e-11
OR2x2_ASAP7_75t_SL,90,87480,5.5913798930647e-16,1.7002399488319497e-8,1.5640792480620114e-11,1.6135284081064682e-11
OR2x4_ASAP7_75t_SL,90,116640,5.589690062334928e-16,2.714689983918106e-8,1.9994759320463018e-11,2.0271491082968218e-11
OR2x6_ASAP7_75t_SL,90,174960,1.0936000030352909e-15,4.414980026012927e-8,1.7112464223423274e-11,1.5864282110200634e-11
OR3x1_ASAP7_75t_SL,91,87480,6.378279853811049e-16,2.0519500765203702e-8,2.301834937934455e-11,2.2801049243126315e-11
OR3x2_ASAP7_75t_SL,91,102060,6.384099499554278e-16,2.5610999543346225e-8,2.3904487764236926e-11,2.3762828510465184e-11
OR3x4_ASAP7_75t_SL,91,131220,6.377669990089026e-16,3.5794101904684794e-8,3.0601528255846944e-11,3.052558553151563e-11
OR4x1_ASAP7_75t_SL,92,102060,6.402689755164142e-16,2.5681499593588342e-8,2.9067567797191884e-11,2.8796630011096447e-11
OR4x2_ASAP7_75t_SL,92,116640,6.405400260595356e-16,3.079439991893196e-8,3.077480978386227e-11,3.059901290680678e-11
OR5x1_ASAP7_75t_SL,93,116640,5.548409911650489e-16,2.2256401166487194e-8,3.3906127905325434e-11,3.482041391333901e-11
OR5x2_ASAP7_75t_SL,93,131220,5.55681989002554e-16,2.737119864093529e-8,3.670993023452418e-11,3.7289067666979037e-11
SDFHx1_ASAP7_75t_SL,94,364500,1.1464999634484005e-15,2.9502100318268276e-8,3.636778725391032e-11,3.8058195483969826e-11
SDFHx2_ASAP7_75t_SL,94,379080,1.1444699431111872e-15,3.4584100916390526e-8,3.7454775392298245e-11,3.857723168687599e-11
SDFHx3_ASAP7_75t_SL,94,393660,1.1440700376809648e-15,3.9666101514512775e-8,4.220852486969129e-11,4.3054261544828165e-11
SDFHx4_ASAP7_75t_SL,94,451980,1.3100099330369498e-15,6.972629762458382e-8,3.030719772367796e-11,3.0084081059644774e-11
SDFLx1_ASAP7_75t_SL,95,364500,1.4628200765566643e-15,2.7725301166015015e-8,3.613423102399871e-11,3.8152443010419645e-11
SDFLx2_ASAP7_75t_SL,95,379080,1.469849920623283e-15,3.279460258909239e-8,3.786018720752793e-11,3.9153791320245546e-11
SDFLx3_ASAP7_75t_SL,95,393660,1.4694999901369485e-15,3.786389868309925e-8,4.29050579786594e-11,4.382892659915427e-11
SDFLx4_ASAP7_75t_SL,95,451980,1.3098600082052858e-15,5.761219767919101e-8,2.9852554456200053e-11,2.962229767033975e-11
TAPCELL_ASAP7_75t_SL,122,29160,NaN,NaN,NaN,NaN
TAPCELL_WITH_FILLER_ASAP7_75t_SL,123,43740,NaN,NaN,NaN,NaN
TIEHIx1_ASAP7_75t_SL,98,43740,None,1.5201400251421693e-12,None,None
TIELOx1_ASAP7_75t_SL,99,43740,None,2.7231199066501954e-12,None,None
XNOR2x1_ASAP7_75t_SL,100,174960,1.6752299993440332e-15,0.0,2.3578937413670786e-11,1.58167628300232e-11
XNOR2x2_ASAP7_75t_SL,100,160380,1.0646099827781572e-15,0.0,2.6514438214442215e-11,2.3689506953306072e-11
XNOR2xp5_ASAP7_75t_SL,100,131220,1.0644999743741326e-15,0.0,2.7571934319015057e-11,2.035143581435861e-11
XOR2x1_ASAP7_75t_SL,101,174960,1.6727400401164608e-15,2.0438198689021192e-8,2.7311574876676126e-11,1.7007320898820844e-11
XOR2x2_ASAP7_75t_SL,101,160380,1.0632899878089798e-15,2.19400000389669e-8,2.4855544705770782e-11,2.3002426352558558e-11
XOR2xp5_ASAP7_75t_SL,101,131220,1.0763600238224689e-15,1.1930000098914206e-8,3.2935754817886576e-11,2.3295974524439877e-11
